city,house_type,date,growth,house_price_index_growth
Jabodebek-Banten,Total,2018-07-01,year-on-year,3.2956225699927177
Jabodebek-Banten,Total,2018-10-01,year-on-year,3.048676166797204
Jabodebek-Banten,Total,2019-01-01,year-on-year,1.750041673408398
Jabodebek-Banten,Total,2019-04-01,year-on-year,1.2959805989039008
Jabodebek-Banten,Total,2019-07-01,year-on-year,1.2758141683645974
Jabodebek-Banten,Total,2019-10-01,year-on-year,1.3971631219362735
Jabodebek-Banten,Total,2020-01-01,year-on-year,1.6398126298559523
Jabodebek-Banten,Total,2020-04-01,year-on-year,1.5486921682892119
Jabodebek-Banten,Total,2020-07-01,year-on-year,1.215049511822297
Jabodebek-Banten,Total,2020-10-01,year-on-year,1.3058977660963977
Jabodebek-Banten,Total,2021-01-01,year-on-year,1.1446628745956033
Jabodebek-Banten,Total,2021-04-01,year-on-year,0.8220423860000103
Overall,Total,2012-01-01,year-on-year,3.5906487525698028
Overall,Total,2012-04-01,year-on-year,3.6767725228190606
Overall,Total,2012-07-01,year-on-year,4.248352047829029
Overall,Total,2012-10-01,year-on-year,6.762654553567793
Overall,Total,2013-01-01,year-on-year,11.00289390670599
Overall,Total,2013-04-01,year-on-year,12.114518355976323
Overall,Total,2013-07-01,year-on-year,13.506097378927318
Overall,Total,2013-10-01,year-on-year,11.507353782420115
Overall,Total,2014-01-01,year-on-year,7.921806292563938
Overall,Total,2014-04-01,year-on-year,7.397901386050854
Overall,Total,2014-07-01,year-on-year,6.5264549284262285
Overall,Total,2014-10-01,year-on-year,6.28570534963544
Overall,Total,2015-01-01,year-on-year,6.272159300906233
Overall,Total,2015-04-01,year-on-year,5.948190676820464
Overall,Total,2015-07-01,year-on-year,5.457399728485113
Overall,Total,2015-10-01,year-on-year,4.61615003594944
Overall,Total,2016-01-01,year-on-year,4.152060253652734
Overall,Total,2016-04-01,year-on-year,3.391826237202733
Overall,Total,2016-07-01,year-on-year,2.7468430653100784
Overall,Total,2016-10-01,year-on-year,2.3796350487955253
Overall,Total,2017-01-01,year-on-year,2.6229374788550475
Overall,Total,2017-04-01,year-on-year,3.173577246726489
Overall,Total,2017-07-01,year-on-year,3.317502125308991
Overall,Total,2017-10-01,year-on-year,3.502788071134999
Overall,Total,2018-01-01,year-on-year,3.6931113049908815
Overall,Total,2018-04-01,year-on-year,3.26
Overall,Total,2018-07-01,year-on-year,3.1778419568545324
Overall,Total,2018-10-01,year-on-year,2.95
Overall,Total,2019-01-01,year-on-year,2.06
Overall,Total,2019-04-01,year-on-year,1.71
Overall,Total,2019-07-01,year-on-year,1.7974196121400166
Overall,Total,2019-10-01,year-on-year,1.768206210002643
Overall,Total,2020-01-01,year-on-year,1.6840601416849843
Overall,Total,2020-04-01,year-on-year,1.5878323503228486
Overall,Total,2020-07-01,year-on-year,1.5050550085362824
Overall,Total,2020-10-01,year-on-year,1.4267429279476884
Overall,Total,2021-01-01,year-on-year,1.3522672016420545
Overall,Total,2021-04-01,year-on-year,1.0991497864792477
